manuscript_location,run_label,run_id,condition,pair_set_id,n_pairs_per_model,languages,source_artifact,metric_values_json
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=cuda|condition=monokai_dark__fs20__wrap80__lnon,pairs_seed42_grounded,1000.0,cuda,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.68, ""debiased_tie_rate"": 0.025, ""median_abs_b"": 0.5, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.482, ""strict_valid_rate"": 0.627}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=cuda|condition=monokai_dark__fs24__wrap60__lnon,pairs_seed42_grounded,1000.0,cuda,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.675, ""debiased_tie_rate"": 0.02, ""median_abs_b"": 0.53125, ""median_abs_c"": 0.75, ""n"": 1000, ""strict_effective_accuracy"": 0.483, ""strict_valid_rate"": 0.641}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=cuda|condition=monokai_dark__fs24__wrap80__lnon,pairs_seed42_grounded,1000.0,cuda,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.679, ""debiased_tie_rate"": 0.022, ""median_abs_b"": 0.375, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.525, ""strict_valid_rate"": 0.703}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=java|condition=friendly_light__fs20__wrap60__lnon,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.587, ""debiased_tie_rate"": 0.023, ""median_abs_b"": 0.8125, ""median_abs_c"": 0.625, ""n"": 1000, ""strict_effective_accuracy"": 0.303, ""strict_valid_rate"": 0.472}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=java|condition=friendly_light__fs20__wrap80__lnon,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.589, ""debiased_tie_rate"": 0.028, ""median_abs_b"": 0.75, ""median_abs_c"": 0.625, ""n"": 1000, ""strict_effective_accuracy"": 0.32, ""strict_valid_rate"": 0.494}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=java|condition=friendly_light__fs24__wrap60__lnon,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.613, ""debiased_tie_rate"": 0.024, ""median_abs_b"": 0.75, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.299, ""strict_valid_rate"": 0.476}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=java|condition=friendly_light__fs24__wrap80__lnon,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.6, ""debiased_tie_rate"": 0.021, ""median_abs_b"": 0.5625, ""median_abs_c"": 0.65625, ""n"": 1000, ""strict_effective_accuracy"": 0.384, ""strict_valid_rate"": 0.597}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=java|condition=mono_light__fs20__wrap60__lnon,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.593, ""debiased_tie_rate"": 0.017, ""median_abs_b"": 0.8125, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.288, ""strict_valid_rate"": 0.461}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=java|condition=mono_light__fs20__wrap80__lnon,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.595, ""debiased_tie_rate"": 0.033, ""median_abs_b"": 0.75, ""median_abs_c"": 0.625, ""n"": 1000, ""strict_effective_accuracy"": 0.327, ""strict_valid_rate"": 0.5}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=java|condition=mono_light__fs24__wrap60__lnon,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.585, ""debiased_tie_rate"": 0.028, ""median_abs_b"": 0.875, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.284, ""strict_valid_rate"": 0.46}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=java|condition=mono_light__fs24__wrap80__lnon,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.59, ""debiased_tie_rate"": 0.025, ""median_abs_b"": 0.5625, ""median_abs_c"": 0.625, ""n"": 1000, ""strict_effective_accuracy"": 0.377, ""strict_valid_rate"": 0.589}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=java|condition=monokai_dark__fs20__wrap60__lnon,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.593, ""debiased_tie_rate"": 0.018, ""median_abs_b"": 0.6875, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.332, ""strict_valid_rate"": 0.523}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=java|condition=monokai_dark__fs20__wrap80__lnon,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.594, ""debiased_tie_rate"": 0.03, ""median_abs_b"": 0.6875, ""median_abs_c"": 0.625, ""n"": 1000, ""strict_effective_accuracy"": 0.331, ""strict_valid_rate"": 0.514}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=java|condition=monokai_dark__fs24__wrap60__lnon,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.6, ""debiased_tie_rate"": 0.021, ""median_abs_b"": 0.6875, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.323, ""strict_valid_rate"": 0.528}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=java|condition=monokai_dark__fs24__wrap80__lnon,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.611, ""debiased_tie_rate"": 0.033, ""median_abs_b"": 0.4375, ""median_abs_c"": 0.625, ""n"": 1000, ""strict_effective_accuracy"": 0.411, ""strict_valid_rate"": 0.635}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=python|condition=friendly_light__fs20__wrap60__lnon,pairs_seed42_grounded,1000.0,python,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.653, ""debiased_tie_rate"": 0.026, ""median_abs_b"": 1.0, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.322, ""strict_valid_rate"": 0.412}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=python|condition=friendly_light__fs20__wrap80__lnon,pairs_seed42_grounded,1000.0,python,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.672, ""debiased_tie_rate"": 0.022, ""median_abs_b"": 0.9375, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.322, ""strict_valid_rate"": 0.424}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=python|condition=friendly_light__fs24__wrap60__lnon,pairs_seed42_grounded,1000.0,python,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.647, ""debiased_tie_rate"": 0.017, ""median_abs_b"": 1.0, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.323, ""strict_valid_rate"": 0.422}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=python|condition=friendly_light__fs24__wrap80__lnon,pairs_seed42_grounded,1000.0,python,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.66, ""debiased_tie_rate"": 0.026, ""median_abs_b"": 0.75, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.361, ""strict_valid_rate"": 0.51}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=python|condition=mono_light__fs20__wrap60__lnon,pairs_seed42_grounded,1000.0,python,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.652, ""debiased_tie_rate"": 0.02, ""median_abs_b"": 1.0, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.334, ""strict_valid_rate"": 0.426}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=python|condition=mono_light__fs20__wrap80__lnon,pairs_seed42_grounded,1000.0,python,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.673, ""debiased_tie_rate"": 0.023, ""median_abs_b"": 0.9375, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.34, ""strict_valid_rate"": 0.429}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=python|condition=mono_light__fs24__wrap60__lnon,pairs_seed42_grounded,1000.0,python,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.638, ""debiased_tie_rate"": 0.022, ""median_abs_b"": 1.0, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.301, ""strict_valid_rate"": 0.394}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=python|condition=mono_light__fs24__wrap80__lnon,pairs_seed42_grounded,1000.0,python,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.652, ""debiased_tie_rate"": 0.017, ""median_abs_b"": 0.75, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.357, ""strict_valid_rate"": 0.503}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=python|condition=monokai_dark__fs20__wrap60__lnon,pairs_seed42_grounded,1000.0,python,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.657, ""debiased_tie_rate"": 0.027, ""median_abs_b"": 0.875, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.35, ""strict_valid_rate"": 0.471}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=python|condition=monokai_dark__fs20__wrap80__lnon,pairs_seed42_grounded,1000.0,python,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.667, ""debiased_tie_rate"": 0.024, ""median_abs_b"": 0.875, ""median_abs_c"": 0.625, ""n"": 1000, ""strict_effective_accuracy"": 0.327, ""strict_valid_rate"": 0.43}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=python|condition=monokai_dark__fs24__wrap60__lnon,pairs_seed42_grounded,1000.0,python,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.663, ""debiased_tie_rate"": 0.021, ""median_abs_b"": 0.875, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.332, ""strict_valid_rate"": 0.433}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=grid|model=Qwen/Qwen2.5-VL-7B-Instruct|language=python|condition=monokai_dark__fs24__wrap80__lnon,pairs_seed42_grounded,1000.0,python,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.67, ""debiased_tie_rate"": 0.028, ""median_abs_b"": 0.625, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.411, ""strict_valid_rate"": 0.556}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=OpenGVLab/InternVL3-8B|language=cuda|condition=baseline,pairs_seed42_grounded,1000.0,cuda,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.549, ""debiased_tie_rate"": 0.035, ""median_abs_b"": 0.875, ""median_abs_c"": 0.5625, ""n"": 1000, ""strict_effective_accuracy"": 0.163, ""strict_valid_rate"": 0.306}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=OpenGVLab/InternVL3-8B|language=cuda|condition=gaussian_sigma_1,pairs_seed42_grounded,1000.0,cuda,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.579, ""debiased_tie_rate"": 0.044, ""median_abs_b"": 0.8125, ""median_abs_c"": 0.5, ""n"": 1000, ""strict_effective_accuracy"": 0.19, ""strict_valid_rate"": 0.323}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=OpenGVLab/InternVL3-8B|language=cuda|condition=gaussian_sigma_2,pairs_seed42_grounded,1000.0,cuda,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.579, ""debiased_tie_rate"": 0.039, ""median_abs_b"": 0.625, ""median_abs_c"": 0.5, ""n"": 1000, ""strict_effective_accuracy"": 0.226, ""strict_valid_rate"": 0.411}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=OpenGVLab/InternVL3-8B|language=cuda|condition=gaussian_sigma_4,pairs_seed42_grounded,1000.0,cuda,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.578, ""debiased_tie_rate"": 0.018, ""median_abs_b"": 0.625, ""median_abs_c"": 0.875, ""n"": 1000, ""strict_effective_accuracy"": 0.397, ""strict_valid_rate"": 0.638}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=OpenGVLab/InternVL3-8B|language=cuda|condition=no_blank_lines,pairs_seed42_grounded,1000.0,cuda,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.546, ""debiased_tie_rate"": 0.046, ""median_abs_b"": 0.75, ""median_abs_c"": 0.5, ""n"": 1000, ""strict_effective_accuracy"": 0.186, ""strict_valid_rate"": 0.357}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=OpenGVLab/InternVL3-8B|language=cuda|condition=no_indent,pairs_seed42_grounded,1000.0,cuda,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.553, ""debiased_tie_rate"": 0.028, ""median_abs_b"": 0.8125, ""median_abs_c"": 0.5625, ""n"": 1000, ""strict_effective_accuracy"": 0.184, ""strict_valid_rate"": 0.363}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=OpenGVLab/InternVL3-8B|language=java|condition=baseline,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.474, ""debiased_tie_rate"": 0.023, ""median_abs_b"": 0.53125, ""median_abs_c"": 0.8125, ""n"": 1000, ""strict_effective_accuracy"": 0.293, ""strict_valid_rate"": 0.633}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=OpenGVLab/InternVL3-8B|language=java|condition=gaussian_sigma_1,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.489, ""debiased_tie_rate"": 0.018, ""median_abs_b"": 0.4375, ""median_abs_c"": 0.75, ""n"": 1000, ""strict_effective_accuracy"": 0.318, ""strict_valid_rate"": 0.659}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=OpenGVLab/InternVL3-8B|language=java|condition=gaussian_sigma_2,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.471, ""debiased_tie_rate"": 0.032, ""median_abs_b"": 0.3125, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.371, ""strict_valid_rate"": 0.733}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=OpenGVLab/InternVL3-8B|language=java|condition=gaussian_sigma_4,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.493, ""debiased_tie_rate"": 0.029, ""median_abs_b"": 0.625, ""median_abs_c"": 0.75, ""n"": 1000, ""strict_effective_accuracy"": 0.314, ""strict_valid_rate"": 0.62}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=OpenGVLab/InternVL3-8B|language=java|condition=no_blank_lines,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.466, ""debiased_tie_rate"": 0.034, ""median_abs_b"": 0.4375, ""median_abs_c"": 0.75, ""n"": 1000, ""strict_effective_accuracy"": 0.315, ""strict_valid_rate"": 0.668}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=OpenGVLab/InternVL3-8B|language=java|condition=no_indent,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.463, ""debiased_tie_rate"": 0.021, ""median_abs_b"": 0.4375, ""median_abs_c"": 0.8125, ""n"": 1000, ""strict_effective_accuracy"": 0.32, ""strict_valid_rate"": 0.701}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=OpenGVLab/InternVL3-8B|language=python|condition=baseline,pairs_seed42_grounded,1000.0,python,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.494, ""debiased_tie_rate"": 0.035, ""median_abs_b"": 0.8125, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.211, ""strict_valid_rate"": 0.457}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=OpenGVLab/InternVL3-8B|language=python|condition=gaussian_sigma_1,pairs_seed42_grounded,1000.0,python,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.49, ""debiased_tie_rate"": 0.026, ""median_abs_b"": 0.5625, ""median_abs_c"": 0.625, ""n"": 1000, ""strict_effective_accuracy"": 0.242, ""strict_valid_rate"": 0.498}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=OpenGVLab/InternVL3-8B|language=python|condition=gaussian_sigma_2,pairs_seed42_grounded,1000.0,python,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.509, ""debiased_tie_rate"": 0.034, ""median_abs_b"": 0.4375, ""median_abs_c"": 0.5625, ""n"": 1000, ""strict_effective_accuracy"": 0.304, ""strict_valid_rate"": 0.589}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=OpenGVLab/InternVL3-8B|language=python|condition=gaussian_sigma_4,pairs_seed42_grounded,1000.0,python,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.564, ""debiased_tie_rate"": 0.016, ""median_abs_b"": 0.5625, ""median_abs_c"": 0.8125, ""n"": 1000, ""strict_effective_accuracy"": 0.364, ""strict_valid_rate"": 0.602}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=OpenGVLab/InternVL3-8B|language=python|condition=no_blank_lines,pairs_seed42_grounded,1000.0,python,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.5, ""debiased_tie_rate"": 0.029, ""median_abs_b"": 0.5625, ""median_abs_c"": 0.625, ""n"": 1000, ""strict_effective_accuracy"": 0.261, ""strict_valid_rate"": 0.523}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=OpenGVLab/InternVL3-8B|language=python|condition=no_indent,pairs_seed42_grounded,1000.0,python,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.513, ""debiased_tie_rate"": 0.022, ""median_abs_b"": 0.75, ""median_abs_c"": 0.75, ""n"": 1000, ""strict_effective_accuracy"": 0.255, ""strict_valid_rate"": 0.518}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=Qwen/Qwen2.5-VL-7B-Instruct|language=cuda|condition=baseline,pairs_seed42_grounded,1000.0,cuda,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.68, ""debiased_tie_rate"": 0.025, ""median_abs_b"": 0.5, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.482, ""strict_valid_rate"": 0.627}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=Qwen/Qwen2.5-VL-7B-Instruct|language=cuda|condition=gaussian_sigma_1,pairs_seed42_grounded,1000.0,cuda,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.694, ""debiased_tie_rate"": 0.024, ""median_abs_b"": 0.5625, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.47, ""strict_valid_rate"": 0.595}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=Qwen/Qwen2.5-VL-7B-Instruct|language=cuda|condition=gaussian_sigma_2,pairs_seed42_grounded,1000.0,cuda,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.677, ""debiased_tie_rate"": 0.025, ""median_abs_b"": 0.625, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.437, ""strict_valid_rate"": 0.56}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=Qwen/Qwen2.5-VL-7B-Instruct|language=cuda|condition=gaussian_sigma_4,pairs_seed42_grounded,1000.0,cuda,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.616, ""debiased_tie_rate"": 0.054, ""median_abs_b"": 0.4375, ""median_abs_c"": 0.375, ""n"": 1000, ""strict_effective_accuracy"": 0.356, ""strict_valid_rate"": 0.489}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=Qwen/Qwen2.5-VL-7B-Instruct|language=cuda|condition=no_blank_lines,pairs_seed42_grounded,1000.0,cuda,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.682, ""debiased_tie_rate"": 0.027, ""median_abs_b"": 0.625, ""median_abs_c"": 0.6875, ""n"": 1000, ""strict_effective_accuracy"": 0.421, ""strict_valid_rate"": 0.548}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=Qwen/Qwen2.5-VL-7B-Instruct|language=cuda|condition=no_indent,pairs_seed42_grounded,1000.0,cuda,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.697, ""debiased_tie_rate"": 0.026, ""median_abs_b"": 0.5625, ""median_abs_c"": 0.625, ""n"": 1000, ""strict_effective_accuracy"": 0.466, ""strict_valid_rate"": 0.594}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=Qwen/Qwen2.5-VL-7B-Instruct|language=java|condition=baseline,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.594, ""debiased_tie_rate"": 0.03, ""median_abs_b"": 0.6875, ""median_abs_c"": 0.625, ""n"": 1000, ""strict_effective_accuracy"": 0.331, ""strict_valid_rate"": 0.514}"
Fig. 5; Fig. 6,grid+perturbation,grounded_protocol_3lang_20260721/full_20260721,experiment=perturbation|model=Qwen/Qwen2.5-VL-7B-Instruct|language=java|condition=gaussian_sigma_1,pairs_seed42_grounded,1000.0,java,analysis/logit_decomposition/LOGIT_SUMMARY.csv,"{""debiased_accuracy"": 0.57, ""debiased_tie_rate"": 0.037, ""median_abs_b"": 0.6875, ""median_abs_c"": 0.625, ""n"": 1000, ""strict_effective_accuracy"": 0.331, ""strict_valid_rate"": 0.52}"
