model_key,model,concurrency_group,pair_id,language,difficulty,abs_z_diff,human_delta,valid,correct,model_sign,ab_correct,ba_correct,margin_ab,margin_ba,content_margin,position_margin,debiased_correct,content_tie,ab_first_choice,ba_first_choice,snippet_i,snippet_j,snippet_i_key,snippet_j_key,abs_c,abs_b,decile
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4626,cuda,medium,0.7152233745336101,-0.7152233745336101,True,False,1.0,False,False,3.375,-6.625,5.0,-1.625,False,False,True,False,dorn_cuda_021,dorn_cuda_096,cuda::dorn_cuda_021,cuda::dorn_cuda_096,5.0,1.625,8
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4627,cuda,medium,0.7896948109346665,-0.7896948109346665,False,False,,False,True,4.125,4.25,-0.0625,4.1875,True,False,True,True,dorn_cuda_053,dorn_cuda_077,cuda::dorn_cuda_053,cuda::dorn_cuda_077,0.0625,4.1875,1
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4628,cuda,medium,0.7886468544821872,-0.7886468544821872,True,False,1.0,False,False,7.125,-3.5,5.3125,1.8125,False,False,True,False,dorn_cuda_023,dorn_cuda_029,cuda::dorn_cuda_023,cuda::dorn_cuda_029,5.3125,1.8125,8
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4629,cuda,medium,0.9045967007116884,0.9045967007116884,False,False,,True,False,5.375,2.25,1.5625,3.8125,True,False,True,True,dorn_cuda_042,dorn_cuda_063,cuda::dorn_cuda_042,cuda::dorn_cuda_063,1.5625,3.8125,3
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4630,cuda,medium,0.8120820783053546,-0.8120820783053546,False,False,,False,True,1.125,4.625,-1.75,2.875,True,False,True,True,dorn_cuda_055,dorn_cuda_075,cuda::dorn_cuda_055,cuda::dorn_cuda_075,1.75,2.875,3
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4631,cuda,medium,0.921806549928075,0.921806549928075,False,False,,True,False,3.75,5.375,-0.8125,4.5625,False,False,True,True,dorn_cuda_053,dorn_cuda_055,cuda::dorn_cuda_053,cuda::dorn_cuda_055,0.8125,4.5625,2
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4632,cuda,medium,0.8530896884347534,0.8530896884347534,False,False,,True,False,3.625,3.25,0.1875,3.4375,True,False,True,True,dorn_cuda_063,dorn_cuda_093,cuda::dorn_cuda_063,cuda::dorn_cuda_093,0.1875,3.4375,1
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4633,cuda,medium,0.8588498601592658,0.8588498601592658,False,False,,True,False,7.375,1.125,3.125,4.25,True,False,True,True,dorn_cuda_013,dorn_cuda_117,cuda::dorn_cuda_013,cuda::dorn_cuda_117,3.125,4.25,5
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4634,cuda,medium,0.7885076272279916,0.7885076272279916,True,True,1.0,True,True,6.625,-4.5,5.5625,1.0625,True,False,True,False,dorn_cuda_013,dorn_cuda_085,cuda::dorn_cuda_013,cuda::dorn_cuda_085,5.5625,1.0625,9
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4635,cuda,medium,0.771616100378465,0.771616100378465,True,True,1.0,True,True,5.0,-1.875,3.4375,1.5625,True,False,True,False,dorn_cuda_046,dorn_cuda_110,cuda::dorn_cuda_046,cuda::dorn_cuda_110,3.4375,1.5625,6
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4636,cuda,medium,0.9776587754732716,0.9776587754732716,True,False,-1.0,False,False,-5.625,5.125,-5.375,-0.25,False,False,False,True,dorn_cuda_009,dorn_cuda_071,cuda::dorn_cuda_009,cuda::dorn_cuda_071,5.375,0.25,8
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4637,cuda,medium,0.950554918438878,-0.950554918438878,False,False,,False,True,0.0,1.5,-0.75,0.75,True,False,True,True,dorn_cuda_006,dorn_cuda_102,cuda::dorn_cuda_006,cuda::dorn_cuda_102,0.75,0.75,2
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4638,cuda,medium,0.6701443520242059,0.6701443520242059,True,True,1.0,True,True,3.625,-3.125,3.375,0.25,True,False,True,False,dorn_cuda_063,dorn_cuda_114,cuda::dorn_cuda_063,cuda::dorn_cuda_114,3.375,0.25,6
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4639,cuda,medium,0.6649089283876481,0.6649089283876481,True,False,-1.0,False,False,-5.375,7.0,-6.1875,0.8125,False,False,False,True,dorn_cuda_009,dorn_cuda_104,cuda::dorn_cuda_009,cuda::dorn_cuda_104,6.1875,0.8125,9
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4640,cuda,medium,0.5150245941317138,-0.5150245941317138,False,False,,False,True,3.0,0.25,1.375,1.625,False,False,True,True,dorn_cuda_058,dorn_cuda_112,cuda::dorn_cuda_058,cuda::dorn_cuda_112,1.375,1.625,3
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4641,cuda,medium,0.610629705703033,0.610629705703033,False,False,,True,False,6.75,3.75,1.5,5.25,True,False,True,True,dorn_cuda_013,dorn_cuda_095,cuda::dorn_cuda_013,cuda::dorn_cuda_095,1.5,5.25,3
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4642,cuda,medium,0.9563779967724082,-0.9563779967724082,True,True,-1.0,True,True,-3.5,3.0,-3.25,-0.25,True,False,False,True,dorn_cuda_010,dorn_cuda_104,cuda::dorn_cuda_010,cuda::dorn_cuda_104,3.25,0.25,6
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4643,cuda,medium,0.5879898500682199,-0.5879898500682199,True,False,1.0,False,False,4.0,-2.5,3.25,0.75,False,False,True,False,dorn_cuda_018,dorn_cuda_111,cuda::dorn_cuda_018,cuda::dorn_cuda_111,3.25,0.75,6
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4644,cuda,medium,0.651498299989095,0.651498299989095,True,False,-1.0,False,False,-3.375,2.0,-2.6875,-0.6875,False,False,False,True,dorn_cuda_029,dorn_cuda_066,cuda::dorn_cuda_029,cuda::dorn_cuda_066,2.6875,0.6875,5
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4645,cuda,medium,0.7887612451887168,0.7887612451887168,True,True,1.0,True,True,6.5,-1.75,4.125,2.375,True,False,True,False,dorn_cuda_027,dorn_cuda_102,cuda::dorn_cuda_027,cuda::dorn_cuda_102,4.125,2.375,7
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4646,cuda,medium,0.6331889371485997,0.6331889371485997,True,True,1.0,True,True,7.0,-3.25,5.125,1.875,True,False,True,False,dorn_cuda_068,dorn_cuda_080,cuda::dorn_cuda_068,cuda::dorn_cuda_080,5.125,1.875,8
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4647,cuda,medium,0.7195060318757646,-0.7195060318757646,True,True,-1.0,True,True,-8.25,8.1875,-8.21875,-0.03125,True,False,False,True,dorn_cuda_029,dorn_cuda_068,cuda::dorn_cuda_029,cuda::dorn_cuda_068,8.21875,0.03125,10
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4648,cuda,medium,0.8929676936261441,-0.8929676936261441,True,True,-1.0,True,True,-2.5,4.875,-3.6875,1.1875,True,False,False,True,dorn_cuda_097,dorn_cuda_119,cuda::dorn_cuda_097,cuda::dorn_cuda_119,3.6875,1.1875,6
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4649,cuda,medium,0.5793057356051007,-0.5793057356051007,True,False,1.0,False,False,6.875,-9.5,8.1875,-1.3125,False,False,True,False,dorn_cuda_007,dorn_cuda_083,cuda::dorn_cuda_007,cuda::dorn_cuda_083,8.1875,1.3125,10
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4650,cuda,medium,0.6376110555618982,0.6376110555618982,False,False,,True,False,1.0,5.375,-2.1875,3.1875,False,False,True,True,dorn_cuda_022,dorn_cuda_097,cuda::dorn_cuda_022,cuda::dorn_cuda_097,2.1875,3.1875,4
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4651,cuda,medium,0.5397216478688885,-0.5397216478688885,True,False,1.0,False,False,7.625,-5.875,6.75,0.875,False,False,True,False,dorn_cuda_071,dorn_cuda_100,cuda::dorn_cuda_071,cuda::dorn_cuda_100,6.75,0.875,10
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4652,cuda,medium,0.7569587430315448,-0.7569587430315448,True,False,1.0,False,False,3.875,-1.25,2.5625,1.3125,False,False,True,False,dorn_cuda_081,dorn_cuda_100,cuda::dorn_cuda_081,cuda::dorn_cuda_100,2.5625,1.3125,5
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4653,cuda,medium,0.6365755864400373,-0.6365755864400373,False,False,,False,True,0.875,6.5,-2.8125,3.6875,True,False,True,True,dorn_cuda_053,dorn_cuda_094,cuda::dorn_cuda_053,cuda::dorn_cuda_094,2.8125,3.6875,5
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4654,cuda,medium,0.8775986866194612,0.8775986866194612,True,True,1.0,True,True,4.125,-0.375,2.25,1.875,True,False,True,False,dorn_cuda_033,dorn_cuda_055,cuda::dorn_cuda_033,cuda::dorn_cuda_055,2.25,1.875,4
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4655,cuda,medium,0.6099224201881328,-0.6099224201881328,True,True,-1.0,True,True,-5.25,6.75,-6.0,0.75,True,False,False,True,dorn_cuda_069,dorn_cuda_115,cuda::dorn_cuda_069,cuda::dorn_cuda_115,6.0,0.75,9
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4656,cuda,medium,0.7151470660913528,-0.7151470660913528,True,False,1.0,False,False,6.75,-8.25,7.5,-0.75,False,False,True,False,dorn_cuda_033,dorn_cuda_083,cuda::dorn_cuda_033,cuda::dorn_cuda_083,7.5,0.75,10
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4657,cuda,medium,0.690476177146367,-0.690476177146367,True,True,-1.0,True,True,-0.75,3.0,-1.875,1.125,True,False,False,True,dorn_cuda_085,dorn_cuda_111,cuda::dorn_cuda_085,cuda::dorn_cuda_111,1.875,1.125,4
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4658,cuda,medium,0.6180803726429951,-0.6180803726429951,False,False,,True,False,-1.125,-6.0,2.4375,-3.5625,False,False,False,False,dorn_cuda_108,dorn_cuda_114,cuda::dorn_cuda_108,cuda::dorn_cuda_114,2.4375,3.5625,4
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4659,cuda,medium,0.5227409226676574,-0.5227409226676574,False,False,,True,False,-1.25,-3.75,1.25,-2.5,False,False,False,False,dorn_cuda_030,dorn_cuda_033,cuda::dorn_cuda_030,cuda::dorn_cuda_033,1.25,2.5,3
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4660,cuda,medium,0.903696824823532,0.903696824823532,True,False,-1.0,False,False,-1.125,0.75,-0.9375,-0.1875,False,False,False,True,dorn_cuda_054,dorn_cuda_066,cuda::dorn_cuda_054,cuda::dorn_cuda_066,0.9375,0.1875,2
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4661,cuda,medium,0.6883148786509251,-0.6883148786509251,True,True,-1.0,True,True,-6.0,1.875,-3.9375,-2.0625,True,False,False,True,dorn_cuda_028,dorn_cuda_090,cuda::dorn_cuda_028,cuda::dorn_cuda_090,3.9375,2.0625,6
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4662,cuda,medium,0.822487003757735,-0.822487003757735,False,False,,True,False,-0.5,-1.25,0.375,-0.875,False,False,False,False,dorn_cuda_055,dorn_cuda_066,cuda::dorn_cuda_055,cuda::dorn_cuda_066,0.375,0.875,1
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4663,cuda,medium,0.9984256973776772,-0.9984256973776772,True,True,-1.0,True,True,-0.125,0.125,-0.125,0.0,True,False,False,True,dorn_cuda_038,dorn_cuda_067,cuda::dorn_cuda_038,cuda::dorn_cuda_067,0.125,0.0,1
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4664,cuda,medium,0.8887350340683504,0.8887350340683504,True,True,1.0,True,True,6.375,-2.25,4.3125,2.0625,True,False,True,False,dorn_cuda_005,dorn_cuda_085,cuda::dorn_cuda_005,cuda::dorn_cuda_085,4.3125,2.0625,7
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4665,cuda,medium,0.7944373629221484,-0.7944373629221484,True,False,1.0,False,False,6.125,-4.0,5.0625,1.0625,False,False,True,False,dorn_cuda_003,dorn_cuda_094,cuda::dorn_cuda_003,cuda::dorn_cuda_094,5.0625,1.0625,8
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4666,cuda,medium,0.7998820590362887,-0.7998820590362887,True,False,1.0,False,False,4.125,-7.375,5.75,-1.625,False,False,True,False,dorn_cuda_013,dorn_cuda_088,cuda::dorn_cuda_013,cuda::dorn_cuda_088,5.75,1.625,9
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4667,cuda,medium,0.766570998906051,0.766570998906051,True,True,1.0,True,True,0.375,-0.125,0.25,0.125,True,False,True,False,dorn_cuda_066,dorn_cuda_072,cuda::dorn_cuda_066,cuda::dorn_cuda_072,0.25,0.125,1
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4668,cuda,medium,0.7708547578532811,0.7708547578532811,True,False,-1.0,False,False,-2.875,2.625,-2.75,-0.125,False,False,False,True,dorn_cuda_037,dorn_cuda_086,cuda::dorn_cuda_037,cuda::dorn_cuda_086,2.75,0.125,5
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4669,cuda,medium,0.9514533673377044,0.9514533673377044,True,False,-1.0,False,False,-1.0,0.5,-0.75,-0.25,False,False,False,True,dorn_cuda_002,dorn_cuda_032,cuda::dorn_cuda_002,cuda::dorn_cuda_032,0.75,0.25,2
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4670,cuda,medium,0.5332352863283983,0.5332352863283983,False,False,,True,False,4.375,5.0,-0.3125,4.6875,False,False,True,True,dorn_cuda_074,dorn_cuda_101,cuda::dorn_cuda_074,cuda::dorn_cuda_101,0.3125,4.6875,1
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4671,cuda,medium,0.8712834259707823,-0.8712834259707823,True,True,-1.0,True,True,-7.75,7.125,-7.4375,-0.3125,True,False,False,True,dorn_cuda_011,dorn_cuda_071,cuda::dorn_cuda_011,cuda::dorn_cuda_071,7.4375,0.3125,10
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4672,cuda,medium,0.8988524378299829,0.8988524378299829,True,True,1.0,True,True,6.25,-2.375,4.3125,1.9375,True,False,True,False,dorn_cuda_039,dorn_cuda_100,cuda::dorn_cuda_039,cuda::dorn_cuda_100,4.3125,1.9375,7
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4673,cuda,medium,0.8128760772312775,-0.8128760772312775,True,False,1.0,False,False,5.125,-3.75,4.4375,0.6875,False,False,True,False,dorn_cuda_042,dorn_cuda_111,cuda::dorn_cuda_042,cuda::dorn_cuda_111,4.4375,0.6875,7
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4674,cuda,medium,0.8629084147848674,0.8629084147848674,False,False,,True,False,4.875,0.75,2.0625,2.8125,True,False,True,True,dorn_cuda_001,dorn_cuda_084,cuda::dorn_cuda_001,cuda::dorn_cuda_084,2.0625,2.8125,4
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4675,cuda,medium,0.7926067280206777,-0.7926067280206777,True,False,1.0,False,False,3.0,-6.875,4.9375,-1.9375,False,False,True,False,dorn_cuda_039,dorn_cuda_040,cuda::dorn_cuda_039,cuda::dorn_cuda_040,4.9375,1.9375,8
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4676,cuda,medium,0.8373658070048557,0.8373658070048557,True,False,-1.0,False,False,-9.125,7.75,-8.4375,-0.6875,False,False,False,True,dorn_cuda_045,dorn_cuda_089,cuda::dorn_cuda_045,cuda::dorn_cuda_089,8.4375,0.6875,10
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4677,cuda,medium,0.929790047430172,0.929790047430172,True,True,1.0,True,True,8.75,-8.625,8.6875,0.0625,True,False,True,False,dorn_cuda_052,dorn_cuda_083,cuda::dorn_cuda_052,cuda::dorn_cuda_083,8.6875,0.0625,10
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4678,cuda,medium,0.7672641980821722,-0.7672641980821722,True,False,1.0,False,False,5.5,-1.0,3.25,2.25,False,False,True,False,dorn_cuda_003,dorn_cuda_101,cuda::dorn_cuda_003,cuda::dorn_cuda_101,3.25,2.25,6
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4679,cuda,medium,0.7267507508970942,0.7267507508970942,True,True,1.0,True,True,3.5,-6.125,4.8125,-1.3125,True,False,True,False,dorn_cuda_017,dorn_cuda_102,cuda::dorn_cuda_017,cuda::dorn_cuda_102,4.8125,1.3125,8
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4680,cuda,medium,0.6523027486239448,0.6523027486239448,True,True,1.0,True,True,6.125,-3.75,4.9375,1.1875,True,False,True,False,dorn_cuda_026,dorn_cuda_099,cuda::dorn_cuda_026,cuda::dorn_cuda_099,4.9375,1.1875,8
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4681,cuda,medium,0.6982124378615326,-0.6982124378615326,False,False,,False,True,3.75,4.25,-0.25,4.0,True,False,True,True,dorn_cuda_018,dorn_cuda_106,cuda::dorn_cuda_018,cuda::dorn_cuda_106,0.25,4.0,1
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4682,cuda,medium,0.6431768230927122,0.6431768230927122,False,False,,True,False,1.5,0.5,0.5,1.0,True,False,True,True,dorn_cuda_033,dorn_cuda_058,cuda::dorn_cuda_033,cuda::dorn_cuda_058,0.5,1.0,1
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4683,cuda,medium,0.5568760107059184,0.5568760107059184,True,True,1.0,True,True,6.75,-6.25,6.5,0.25,True,False,True,False,dorn_cuda_009,dorn_cuda_085,cuda::dorn_cuda_009,cuda::dorn_cuda_085,6.5,0.25,10
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4684,cuda,medium,0.5084127470715114,-0.5084127470715114,False,False,,False,True,1.5,0.5,0.5,1.0,False,False,True,True,dorn_cuda_093,dorn_cuda_110,cuda::dorn_cuda_093,cuda::dorn_cuda_110,0.5,1.0,1
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4685,cuda,medium,0.7087497190126816,-0.7087497190126816,False,False,,False,True,4.25,3.75,0.25,4.0,False,False,True,True,dorn_cuda_063,dorn_cuda_102,cuda::dorn_cuda_063,cuda::dorn_cuda_102,0.25,4.0,1
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4686,cuda,medium,0.7954680526923673,-0.7954680526923673,True,True,-1.0,True,True,-8.5,6.25,-7.375,-1.125,True,False,False,True,dorn_cuda_045,dorn_cuda_054,cuda::dorn_cuda_045,cuda::dorn_cuda_054,7.375,1.125,10
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4687,cuda,medium,0.529715208850102,-0.529715208850102,False,False,,False,True,5.75,1.875,1.9375,3.8125,False,False,True,True,dorn_cuda_046,dorn_cuda_117,cuda::dorn_cuda_046,cuda::dorn_cuda_117,1.9375,3.8125,4
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4688,cuda,medium,0.9055151883626158,0.9055151883626158,False,False,,True,False,4.875,1.5,1.6875,3.1875,True,False,True,True,dorn_cuda_091,dorn_cuda_117,cuda::dorn_cuda_091,cuda::dorn_cuda_117,1.6875,3.1875,3
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4689,cuda,medium,0.6585822531539095,0.6585822531539095,True,True,1.0,True,True,4.25,-2.875,3.5625,0.6875,True,False,True,False,dorn_cuda_007,dorn_cuda_030,cuda::dorn_cuda_007,cuda::dorn_cuda_030,3.5625,0.6875,6
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4690,cuda,medium,0.5495907705473314,-0.5495907705473314,True,True,-1.0,True,True,-2.0,6.0,-4.0,2.0,True,False,False,True,dorn_cuda_033,dorn_cuda_042,cuda::dorn_cuda_033,cuda::dorn_cuda_042,4.0,2.0,6
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4691,cuda,medium,0.7153023508744651,-0.7153023508744651,False,False,,False,True,5.25,1.875,1.6875,3.5625,False,False,True,True,dorn_cuda_003,dorn_cuda_117,cuda::dorn_cuda_003,cuda::dorn_cuda_117,1.6875,3.5625,3
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4692,cuda,medium,0.5032037223091068,-0.5032037223091068,True,False,1.0,False,False,6.5,-6.5,6.5,0.0,False,False,True,False,dorn_cuda_020,dorn_cuda_043,cuda::dorn_cuda_020,cuda::dorn_cuda_043,6.5,0.0,10
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4693,cuda,medium,0.7584707389936622,-0.7584707389936622,True,True,-1.0,True,True,-5.375,8.0,-6.6875,1.3125,True,False,False,True,dorn_cuda_085,dorn_cuda_119,cuda::dorn_cuda_085,cuda::dorn_cuda_119,6.6875,1.3125,10
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4694,cuda,medium,0.875122892489836,0.875122892489836,False,False,,True,False,5.75,0.25,2.75,3.0,True,False,True,True,dorn_cuda_009,dorn_cuda_102,cuda::dorn_cuda_009,cuda::dorn_cuda_102,2.75,3.0,5
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4695,cuda,medium,0.5913461671381105,0.5913461671381105,False,False,,True,False,3.125,3.25,-0.0625,3.1875,False,False,True,True,dorn_cuda_076,dorn_cuda_097,cuda::dorn_cuda_076,cuda::dorn_cuda_097,0.0625,3.1875,1
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4696,cuda,medium,0.8303524768633421,0.8303524768633421,True,False,-1.0,False,False,-2.125,6.125,-4.125,2.0,False,False,False,True,dorn_cuda_019,dorn_cuda_073,cuda::dorn_cuda_019,cuda::dorn_cuda_073,4.125,2.0,7
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4697,cuda,medium,0.5123475514374359,-0.5123475514374359,False,False,,False,True,2.125,7.0,-2.4375,4.5625,True,False,True,True,dorn_cuda_023,dorn_cuda_061,cuda::dorn_cuda_023,cuda::dorn_cuda_061,2.4375,4.5625,4
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4698,cuda,medium,0.9248825198335312,-0.9248825198335312,True,True,-1.0,True,True,-2.875,1.125,-2.0,-0.875,True,False,False,True,dorn_cuda_105,dorn_cuda_111,cuda::dorn_cuda_105,cuda::dorn_cuda_111,2.0,0.875,4
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4699,cuda,medium,0.7762439588406174,0.7762439588406174,True,True,1.0,True,True,7.0,-6.75,6.875,0.125,True,False,True,False,dorn_cuda_079,dorn_cuda_098,cuda::dorn_cuda_079,cuda::dorn_cuda_098,6.875,0.125,10
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4700,cuda,medium,0.9053201751924328,-0.9053201751924328,True,True,-1.0,True,True,-2.75,1.125,-1.9375,-0.8125,True,False,False,True,dorn_cuda_001,dorn_cuda_101,cuda::dorn_cuda_001,cuda::dorn_cuda_101,1.9375,0.8125,4
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4701,cuda,medium,0.7298006666619663,-0.7298006666619663,False,False,,False,True,3.375,3.75,-0.1875,3.5625,True,False,True,True,dorn_cuda_112,dorn_cuda_117,cuda::dorn_cuda_112,cuda::dorn_cuda_117,0.1875,3.5625,1
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4702,cuda,medium,0.7100405303008661,-0.7100405303008661,True,False,1.0,False,False,7.125,-7.375,7.25,-0.125,False,False,True,False,dorn_cuda_003,dorn_cuda_029,cuda::dorn_cuda_003,cuda::dorn_cuda_029,7.25,0.125,10
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4703,cuda,medium,0.6996828715275991,0.6996828715275991,False,False,,False,True,-0.875,-1.625,0.375,-1.25,True,False,False,False,dorn_cuda_033,dorn_cuda_110,cuda::dorn_cuda_033,cuda::dorn_cuda_110,0.375,1.25,1
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4704,cuda,medium,0.7746155306558982,0.7746155306558982,True,False,-1.0,False,False,-7.125,6.625,-6.875,-0.25,False,False,False,True,dorn_cuda_016,dorn_cuda_024,cuda::dorn_cuda_016,cuda::dorn_cuda_024,6.875,0.25,10
ministral,mistralai/Ministral-3-8B-Instruct-2512-BF16,pair2_gemma_ministral,rq1_4705,cuda,medium,0.6141485918373741,-0.6141485918373741,False,False,,False,True,5.5,0.625,2.4375,3.0625,False,False,True,True,dorn_cuda_020,dorn_cuda_046,cuda::dorn_cuda_020,cuda::dorn_cuda_046,2.4375,3.0625,4
