model,model_revision,language,base_id,rq0_id,score_stratum,contrast_type,variant_i,variant_j,preference_target_variant,contrast_id,ab_choice,ba_choice,strict_valid,target_selected,parse_failure,margin_ab,margin_ba,content_signal_c,position_bias_b,target_content_signal,debiased_target_selected,debiased_tie
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_050,dorn_python_093,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_python_050__c1,golden,golden,True,True,False,0.0,-1.25,0.625,-0.625,0.625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_050,dorn_python_093,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_python_050__c2,golden,golden,True,True,False,0.875,-3.625,2.25,-1.375,2.25,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_050,dorn_python_093,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_python_050__c3,golden,golden,True,True,False,0.75,-3.5,2.125,-1.375,2.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_050,dorn_python_093,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_python_050__c4,ugly_gold,ugly_gold,True,True,False,0.75,-3.0,1.875,-1.125,1.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_050,dorn_python_093,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_python_050__c5,ugly_gold,ugly_gold,True,True,False,0.625,-3.5,2.0625,-1.4375,2.0625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_050,dorn_python_093,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_python_050__c6,ugly_trash,beautiful_trash,False,False,False,-0.5,-1.0,0.25,-0.75,0.25,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_051,dorn_python_028,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_python_051__c1,golden,ugly_gold,False,False,False,0.5,0.0,0.25,0.25,0.25,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_051,dorn_python_028,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_python_051__c2,golden,golden,True,True,False,4.375,-4.25,4.3125,0.0625,4.3125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_051,dorn_python_028,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_python_051__c3,golden,golden,True,True,False,4.125,-3.875,4.0,0.125,4.0,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_051,dorn_python_028,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_python_051__c4,ugly_gold,ugly_gold,True,True,False,3.75,-4.75,4.25,-0.5,4.25,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_051,dorn_python_028,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_python_051__c5,ugly_gold,ugly_gold,True,True,False,3.625,-4.0,3.8125,-0.1875,3.8125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_051,dorn_python_028,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_python_051__c6,ugly_trash,beautiful_trash,False,False,False,-0.75,-1.75,0.5,-1.25,0.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_052,dorn_python_040,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_python_052__c1,golden,golden,True,True,False,0.625,-1.5,1.0625,-0.4375,1.0625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_052,dorn_python_040,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_python_052__c2,golden,golden,True,True,False,3.25,-4.0,3.625,-0.375,3.625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_052,dorn_python_040,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_python_052__c3,golden,golden,True,True,False,3.75,-4.375,4.0625,-0.3125,4.0625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_052,dorn_python_040,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_python_052__c4,ugly_gold,ugly_gold,True,True,False,2.625,-3.875,3.25,-0.625,3.25,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_052,dorn_python_040,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_python_052__c5,ugly_gold,ugly_gold,True,True,False,2.75,-4.25,3.5,-0.75,3.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_052,dorn_python_040,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_python_052__c6,ugly_trash,beautiful_trash,False,False,False,-0.75,-2.375,0.8125,-1.5625,0.8125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_053,dorn_python_024,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_python_053__c1,golden,golden,True,True,False,0.75,-1.375,1.0625,-0.3125,1.0625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_053,dorn_python_024,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_python_053__c2,golden,golden,True,True,False,2.25,-3.375,2.8125,-0.5625,2.8125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_053,dorn_python_024,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_python_053__c3,golden,golden,True,True,False,3.125,-3.0,3.0625,0.0625,3.0625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_053,dorn_python_024,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_python_053__c4,ugly_gold,ugly_gold,True,True,False,1.875,-3.5,2.6875,-0.8125,2.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_053,dorn_python_024,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_python_053__c5,ugly_gold,ugly_gold,True,True,False,2.375,-3.5,2.9375,-0.5625,2.9375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_053,dorn_python_024,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_python_053__c6,ugly_trash,beautiful_trash,False,False,False,-0.125,-1.375,0.625,-0.75,0.625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_054,dorn_python_046,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_python_054__c1,golden,golden,True,True,False,1.5,-1.25,1.375,0.125,1.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_054,dorn_python_046,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_python_054__c2,golden,golden,True,True,False,3.875,-3.25,3.5625,0.3125,3.5625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_054,dorn_python_046,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_python_054__c3,golden,golden,True,True,False,4.25,-3.75,4.0,0.25,4.0,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_054,dorn_python_046,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_python_054__c4,ugly_gold,ugly_gold,True,True,False,3.125,-3.875,3.5,-0.375,3.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_054,dorn_python_046,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_python_054__c5,ugly_gold,ugly_gold,True,True,False,3.125,-3.625,3.375,-0.25,3.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_054,dorn_python_046,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_python_054__c6,ugly_trash,beautiful_trash,False,False,False,-0.75,-1.5,0.375,-1.125,0.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_055,dorn_python_098,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_python_055__c1,ugly_gold,golden,False,False,False,-0.5,-2.0,0.75,-1.25,0.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_055,dorn_python_098,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_python_055__c2,golden,golden,True,True,False,2.375,-4.25,3.3125,-0.9375,3.3125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_055,dorn_python_098,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_python_055__c3,golden,golden,True,True,False,3.375,-4.25,3.8125,-0.4375,3.8125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_055,dorn_python_098,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_python_055__c4,ugly_gold,ugly_gold,True,True,False,1.125,-3.625,2.375,-1.25,2.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_055,dorn_python_098,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_python_055__c5,ugly_gold,ugly_gold,True,True,False,2.125,-3.875,3.0,-0.875,3.0,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_055,dorn_python_098,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_python_055__c6,ugly_trash,beautiful_trash,False,False,False,-1.25,-2.625,0.6875,-1.9375,0.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_056,dorn_python_058,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_python_056__c1,golden,golden,True,True,False,0.875,-1.5,1.1875,-0.3125,1.1875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_056,dorn_python_058,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_python_056__c2,golden,golden,True,True,False,3.125,-2.0,2.5625,0.5625,2.5625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_056,dorn_python_058,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_python_056__c3,golden,golden,True,True,False,3.125,-2.375,2.75,0.375,2.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_056,dorn_python_058,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_python_056__c4,ugly_gold,ugly_gold,True,True,False,1.375,-1.375,1.375,0.0,1.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_056,dorn_python_058,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_python_056__c5,ugly_gold,ugly_gold,True,True,False,2.5,-1.5,2.0,0.5,2.0,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_056,dorn_python_058,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_python_056__c6,ugly_trash,beautiful_trash,False,False,False,-0.625,-1.75,0.5625,-1.1875,0.5625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_057,dorn_python_084,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_python_057__c1,golden,golden,True,True,False,0.375,-0.75,0.5625,-0.1875,0.5625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_057,dorn_python_084,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_python_057__c2,golden,golden,True,True,False,5.5,-4.125,4.8125,0.6875,4.8125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_057,dorn_python_084,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_python_057__c3,golden,golden,True,True,False,4.875,-4.0,4.4375,0.4375,4.4375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_057,dorn_python_084,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_python_057__c4,ugly_gold,ugly_gold,True,True,False,4.875,-4.5,4.6875,0.1875,4.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_057,dorn_python_084,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_python_057__c5,ugly_gold,ugly_gold,True,True,False,4.5,-4.125,4.3125,0.1875,4.3125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_057,dorn_python_084,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_python_057__c6,ugly_trash,beautiful_trash,False,False,False,-0.625,-1.25,0.3125,-0.9375,0.3125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_058,dorn_python_068,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_python_058__c1,golden,golden,True,True,False,0.5,-1.125,0.8125,-0.3125,0.8125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_058,dorn_python_068,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_python_058__c2,golden,golden,True,True,False,1.875,-2.875,2.375,-0.5,2.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_058,dorn_python_068,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_python_058__c3,golden,golden,True,True,False,2.125,-3.25,2.6875,-0.5625,2.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_058,dorn_python_068,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_python_058__c4,ugly_gold,ugly_gold,True,True,False,1.0,-2.75,1.875,-0.875,1.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_058,dorn_python_068,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_python_058__c5,ugly_gold,ugly_gold,True,True,False,0.875,-2.625,1.75,-0.875,1.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_058,dorn_python_068,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_python_058__c6,ugly_trash,beautiful_trash,False,False,False,-0.25,-1.5,0.625,-0.875,0.625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_059,dorn_python_051,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_python_059__c1,golden,golden,True,True,False,1.375,-1.625,1.5,-0.125,1.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_059,dorn_python_051,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_python_059__c2,golden,golden,True,True,False,2.75,-3.875,3.3125,-0.5625,3.3125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_059,dorn_python_051,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_python_059__c3,golden,golden,True,True,False,3.25,-3.875,3.5625,-0.3125,3.5625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_059,dorn_python_051,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_python_059__c4,ugly_gold,ugly_gold,True,True,False,1.125,-3.375,2.25,-1.125,2.25,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_059,dorn_python_051,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_python_059__c5,ugly_gold,ugly_gold,True,True,False,1.75,-3.5,2.625,-0.875,2.625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_059,dorn_python_051,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_python_059__c6,ugly_trash,beautiful_trash,False,False,False,-1.5,-1.625,0.0625,-1.5625,0.0625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_060,dorn_python_109,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_python_060__c1,golden,golden,True,True,False,1.125,-0.375,0.75,0.375,0.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_060,dorn_python_109,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_python_060__c2,golden,golden,True,True,False,3.25,-2.75,3.0,0.25,3.0,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_060,dorn_python_109,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_python_060__c3,golden,golden,True,True,False,3.375,-2.375,2.875,0.5,2.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_060,dorn_python_109,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_python_060__c4,ugly_gold,ugly_gold,True,True,False,1.875,-2.875,2.375,-0.5,2.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_060,dorn_python_109,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_python_060__c5,ugly_gold,ugly_gold,True,True,False,2.0,-3.625,2.8125,-0.8125,2.8125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_060,dorn_python_109,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_python_060__c6,ugly_trash,beautiful_trash,False,False,False,-0.25,-2.25,1.0,-1.25,1.0,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_061,dorn_python_002,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_python_061__c1,golden,golden,True,True,False,0.25,-1.25,0.75,-0.5,0.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_061,dorn_python_002,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_python_061__c2,golden,golden,True,True,False,2.75,-5.125,3.9375,-1.1875,3.9375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_061,dorn_python_002,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_python_061__c3,golden,golden,True,True,False,3.75,-4.375,4.0625,-0.3125,4.0625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_061,dorn_python_002,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_python_061__c4,ugly_gold,ugly_gold,True,True,False,2.375,-5.125,3.75,-1.375,3.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_061,dorn_python_002,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_python_061__c5,ugly_gold,ugly_gold,True,True,False,3.0,-5.125,4.0625,-1.0625,4.0625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_061,dorn_python_002,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_python_061__c6,ugly_trash,beautiful_trash,False,False,False,-0.125,-1.5,0.6875,-0.8125,0.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_062,dorn_python_009,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_python_062__c1,golden,golden,True,True,False,0.625,-2.0,1.3125,-0.6875,1.3125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_062,dorn_python_009,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_python_062__c2,golden,golden,True,True,False,3.5,-4.375,3.9375,-0.4375,3.9375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_062,dorn_python_009,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_python_062__c3,golden,golden,True,True,False,4.375,-3.75,4.0625,0.3125,4.0625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_062,dorn_python_009,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_python_062__c4,ugly_gold,ugly_gold,True,True,False,2.25,-4.0,3.125,-0.875,3.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_062,dorn_python_009,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_python_062__c5,ugly_gold,ugly_gold,True,True,False,2.625,-4.125,3.375,-0.75,3.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_062,dorn_python_009,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_python_062__c6,ugly_trash,beautiful_trash,False,False,False,-0.125,-0.875,0.375,-0.5,0.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_063,dorn_python_049,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_python_063__c1,golden,golden,True,True,False,0.25,-2.125,1.1875,-0.9375,1.1875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_063,dorn_python_049,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_python_063__c2,golden,golden,True,True,False,2.5,-4.5,3.5,-1.0,3.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_063,dorn_python_049,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_python_063__c3,golden,golden,True,True,False,3.0,-4.5,3.75,-0.75,3.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_063,dorn_python_049,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_python_063__c4,ugly_gold,ugly_gold,True,True,False,1.25,-4.5,2.875,-1.625,2.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_063,dorn_python_049,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_python_063__c5,ugly_gold,ugly_gold,True,True,False,2.0,-4.125,3.0625,-1.0625,3.0625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_063,dorn_python_049,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_python_063__c6,ugly_trash,beautiful_trash,False,False,False,-0.375,-1.375,0.5,-0.875,0.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_064,dorn_python_059,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_python_064__c1,golden,golden,True,True,False,0.75,-0.875,0.8125,-0.0625,0.8125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_064,dorn_python_059,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_python_064__c2,golden,golden,True,True,False,3.75,-4.625,4.1875,-0.4375,4.1875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_064,dorn_python_059,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_python_064__c3,golden,golden,True,True,False,3.75,-4.5,4.125,-0.375,4.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,python,rq3g_python_064,dorn_python_059,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_python_064__c4,ugly_gold,ugly_gold,True,True,False,2.125,-4.375,3.25,-1.125,3.25,True,False
